year	gender	age	education	obs_value
2012	Female	Age (10-year bands): Total	Education (Aggregate levels): Total	26507.248
2012	Female	Age (10-year bands): Total	Education (Aggregate levels): Less than basic	392.088
2012	Female	Age (10-year bands): Total	Education (Aggregate levels): Basic	10144.678
2012	Female	Age (10-year bands): Total	Education (Aggregate levels): Intermediate	9430.306
2012	Female	Age (10-year bands): Total	Education (Aggregate levels): Advanced	3934.356
2012	Female	Age (10-year bands): Total	Education (Aggregate levels): Level not stated	2605.821
2012	Female	Age (10-year bands): 15-24	Education (Aggregate levels): Total	3626.148
2012	Female	Age (10-year bands): 15-24	Education (Aggregate levels): Less than basic	9.774
2012	Female	Age (10-year bands): 15-24	Education (Aggregate levels): Basic	1613.939
2012	Female	Age (10-year bands): 15-24	Education (Aggregate levels): Intermediate	1500.201
2012	Female	Age (10-year bands): 15-24	Education (Aggregate levels): Advanced	310.963
2012	Female	Age (10-year bands): 15-24	Education (Aggregate levels): Level not stated	191.27
2012	Female	Age (10-year bands): 25-34	Education (Aggregate levels): Total	3901.658
2012	Female	Age (10-year bands): 25-34	Education (Aggregate levels): Less than basic	23.962
2012	Female	Age (10-year bands): 25-34	Education (Aggregate levels): Basic	551.46
2012	Female	Age (10-year bands): 25-34	Education (Aggregate levels): Intermediate	1481.258
2012	Female	Age (10-year bands): 25-34	Education (Aggregate levels): Advanced	1126.464
2012	Female	Age (10-year bands): 25-34	Education (Aggregate levels): Level not stated	718.515
2012	Female	Age (10-year bands): 35-44	Education (Aggregate levels): Total	4250.192
2012	Female	Age (10-year bands): 35-44	Education (Aggregate levels): Less than basic	44.298
2012	Female	Age (10-year bands): 35-44	Education (Aggregate levels): Basic	779.975
2012	Female	Age (10-year bands): 35-44	Education (Aggregate levels): Intermediate	1678.621
2012	Female	Age (10-year bands): 35-44	Education (Aggregate levels): Advanced	1043.711
2012	Female	Age (10-year bands): 35-44	Education (Aggregate levels): Level not stated	703.588
2012	Female	Age (10-year bands): 45-54	Education (Aggregate levels): Total	4342.914
2012	Female	Age (10-year bands): 45-54	Education (Aggregate levels): Less than basic	66.844
2012	Female	Age (10-year bands): 45-54	Education (Aggregate levels): Basic	1332.198
2012	Female	Age (10-year bands): 45-54	Education (Aggregate levels): Intermediate	1859.503
2012	Female	Age (10-year bands): 45-54	Education (Aggregate levels): Advanced	609.206
2012	Female	Age (10-year bands): 45-54	Education (Aggregate levels): Level not stated	475.162
2012	Female	Age (10-year bands): 55-64	Education (Aggregate levels): Total	4189.244
2012	Female	Age (10-year bands): 55-64	Education (Aggregate levels): Less than basic	86.082
2012	Female	Age (10-year bands): 55-64	Education (Aggregate levels): Basic	1770.253
2012	Female	Age (10-year bands): 55-64	Education (Aggregate levels): Intermediate	1513.177
2012	Female	Age (10-year bands): 55-64	Education (Aggregate levels): Advanced	488.972
2012	Female	Age (10-year bands): 55-64	Education (Aggregate levels): Level not stated	330.761
2012	Female	Age (10-year bands): 65+	Education (Aggregate levels): Total	6197.091
2012	Female	Age (10-year bands): 65+	Education (Aggregate levels): Less than basic	161.129
2012	Female	Age (10-year bands): 65+	Education (Aggregate levels): Basic	4096.852
2012	Female	Age (10-year bands): 65+	Education (Aggregate levels): Intermediate	1397.547
2012	Female	Age (10-year bands): 65+	Education (Aggregate levels): Advanced	355.039
2012	Female	Age (10-year bands): 65+	Education (Aggregate levels): Level not stated	186.524
2012	Total	Age (10-year bands): Total	Education (ISCED-97): Total	50810.725
2012	Total	Age (10-year bands): Total	Education (ISCED-97): 0. Pre-primary education	699.33
2012	Total	Age (10-year bands): Total	Education (ISCED-97): 1. Primary education or first stage of basic education	7982.281
2012	Total	Age (10-year bands): Total	Education (ISCED-97): 2. Lower secondary or second stage of basic education	10469.635
2012	Total	Age (10-year bands): Total	Education (ISCED-97): 3. Upper secondary education	19352.784
2012	Total	Age (10-year bands): Total	Education (ISCED-97): 4. Post-secondary non-tertiary education	50.418
2012	Total	Age (10-year bands): Total	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	7315.958
2012	Total	Age (10-year bands): Total	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	314.255
2012	Total	Age (10-year bands): Total	Education (ISCED-97): Level not stated	4626.065
2012	Total	Age (10-year bands): 15-24	Education (ISCED-97): Total	7312.388
2012	Total	Age (10-year bands): 15-24	Education (ISCED-97): 0. Pre-primary education	21.347
2012	Total	Age (10-year bands): 15-24	Education (ISCED-97): 1. Primary education or first stage of basic education	212.926
2012	Total	Age (10-year bands): 15-24	Education (ISCED-97): 2. Lower secondary or second stage of basic education	3208.062
2012	Total	Age (10-year bands): 15-24	Education (ISCED-97): 3. Upper secondary education	2946.268
2012	Total	Age (10-year bands): 15-24	Education (ISCED-97): 4. Post-secondary non-tertiary education	1.301
2012	Total	Age (10-year bands): 15-24	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	539.639
2012	Total	Age (10-year bands): 15-24	Education (ISCED-97): Level not stated	382.846
2012	Total	Age (10-year bands): 25-34	Education (ISCED-97): Total	7653.396
2012	Total	Age (10-year bands): 25-34	Education (ISCED-97): 0. Pre-primary education	38.458
2012	Total	Age (10-year bands): 25-34	Education (ISCED-97): 1. Primary education or first stage of basic education	200.893
2012	Total	Age (10-year bands): 25-34	Education (ISCED-97): 2. Lower secondary or second stage of basic education	1029.56
2012	Total	Age (10-year bands): 25-34	Education (ISCED-97): 3. Upper secondary education	3098.074
2012	Total	Age (10-year bands): 25-34	Education (ISCED-97): 4. Post-secondary non-tertiary education	10.333
2012	Total	Age (10-year bands): 25-34	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	2003.38
2012	Total	Age (10-year bands): 25-34	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	35.807
2012	Total	Age (10-year bands): 25-34	Education (ISCED-97): Level not stated	1236.891
2012	Total	Age (10-year bands): 35-44	Education (ISCED-97): Total	8400.387
2012	Total	Age (10-year bands): 35-44	Education (ISCED-97): 0. Pre-primary education	73.11
2012	Total	Age (10-year bands): 35-44	Education (ISCED-97): 1. Primary education or first stage of basic education	355.167
2012	Total	Age (10-year bands): 35-44	Education (ISCED-97): 2. Lower secondary or second stage of basic education	1267.803
2012	Total	Age (10-year bands): 35-44	Education (ISCED-97): 3. Upper secondary education	3478.762
2012	Total	Age (10-year bands): 35-44	Education (ISCED-97): 4. Post-secondary non-tertiary education	6.391
2012	Total	Age (10-year bands): 35-44	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	1811.883
2012	Total	Age (10-year bands): 35-44	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	86.548
2012	Total	Age (10-year bands): 35-44	Education (ISCED-97): Level not stated	1320.723
2012	Total	Age (10-year bands): 45-54	Education (ISCED-97): Total	8515.127
2012	Total	Age (10-year bands): 45-54	Education (ISCED-97): 0. Pre-primary education	110.583
2012	Total	Age (10-year bands): 45-54	Education (ISCED-97): 1. Primary education or first stage of basic education	670.515
2012	Total	Age (10-year bands): 45-54	Education (ISCED-97): 2. Lower secondary or second stage of basic education	1848.567
2012	Total	Age (10-year bands): 45-54	Education (ISCED-97): 3. Upper secondary education	3815.71
2012	Total	Age (10-year bands): 45-54	Education (ISCED-97): 4. Post-secondary non-tertiary education	7.632
2012	Total	Age (10-year bands): 45-54	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	1160.356
2012	Total	Age (10-year bands): 45-54	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	71.445
2012	Total	Age (10-year bands): 45-54	Education (ISCED-97): Level not stated	830.319
2012	Total	Age (10-year bands): 55-64	Education (ISCED-97): Total	8065.963
2012	Total	Age (10-year bands): 55-64	Education (ISCED-97): 0. Pre-primary education	139.021
2012	Total	Age (10-year bands): 55-64	Education (ISCED-97): 1. Primary education or first stage of basic education	1591.214
2012	Total	Age (10-year bands): 55-64	Education (ISCED-97): 2. Lower secondary or second stage of basic education	1546.476
2012	Total	Age (10-year bands): 55-64	Education (ISCED-97): 3. Upper secondary education	3193.705
2012	Total	Age (10-year bands): 55-64	Education (ISCED-97): 4. Post-secondary non-tertiary education	10.915
2012	Total	Age (10-year bands): 55-64	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	982.324
2012	Total	Age (10-year bands): 55-64	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	55.812
2012	Total	Age (10-year bands): 55-64	Education (ISCED-97): Level not stated	546.495
2012	Total	Age (10-year bands): 65+	Education (ISCED-97): Total	10863.464
2012	Total	Age (10-year bands): 65+	Education (ISCED-97): 0. Pre-primary education	316.81
2012	Total	Age (10-year bands): 65+	Education (ISCED-97): 1. Primary education or first stage of basic education	4951.566
2012	Total	Age (10-year bands): 65+	Education (ISCED-97): 2. Lower secondary or second stage of basic education	1569.168
2012	Total	Age (10-year bands): 65+	Education (ISCED-97): 3. Upper secondary education	2820.265
2012	Total	Age (10-year bands): 65+	Education (ISCED-97): 4. Post-secondary non-tertiary education	13.846
2012	Total	Age (10-year bands): 65+	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	818.375
2012	Total	Age (10-year bands): 65+	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	64.644
2012	Total	Age (10-year bands): 65+	Education (ISCED-97): Level not stated	308.79
2012	Male	Age (10-year bands): Total	Education (ISCED-97): Total	24303.477
2012	Male	Age (10-year bands): Total	Education (ISCED-97): 0. Pre-primary education	307.242
2012	Male	Age (10-year bands): Total	Education (ISCED-97): 1. Primary education or first stage of basic education	3281.284
2012	Male	Age (10-year bands): Total	Education (ISCED-97): 2. Lower secondary or second stage of basic education	5025.954
2012	Male	Age (10-year bands): Total	Education (ISCED-97): 3. Upper secondary education	9956.126
2012	Male	Age (10-year bands): Total	Education (ISCED-97): 4. Post-secondary non-tertiary education	16.77
2012	Male	Age (10-year bands): Total	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	3496.238
2012	Male	Age (10-year bands): Total	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	199.62
2012	Male	Age (10-year bands): Total	Education (ISCED-97): Level not stated	2020.244
2012	Male	Age (10-year bands): 15-24	Education (ISCED-97): Total	3686.24
2012	Male	Age (10-year bands): 15-24	Education (ISCED-97): 0. Pre-primary education	11.573
2012	Male	Age (10-year bands): 15-24	Education (ISCED-97): 1. Primary education or first stage of basic education	135.149
2012	Male	Age (10-year bands): 15-24	Education (ISCED-97): 2. Lower secondary or second stage of basic education	1671.899
2012	Male	Age (10-year bands): 15-24	Education (ISCED-97): 3. Upper secondary education	1447.106
2012	Male	Age (10-year bands): 15-24	Education (ISCED-97): 4. Post-secondary non-tertiary education	
2012	Male	Age (10-year bands): 15-24	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	228.676
2012	Male	Age (10-year bands): 15-24	Education (ISCED-97): Level not stated	191.576
2012	Male	Age (10-year bands): 25-34	Education (ISCED-97): Total	3751.738
2012	Male	Age (10-year bands): 25-34	Education (ISCED-97): 0. Pre-primary education	14.496
2012	Male	Age (10-year bands): 25-34	Education (ISCED-97): 1. Primary education or first stage of basic education	108.133
2012	Male	Age (10-year bands): 25-34	Education (ISCED-97): 2. Lower secondary or second stage of basic education	570.86
2012	Male	Age (10-year bands): 25-34	Education (ISCED-97): 3. Upper secondary education	1624.885
2012	Male	Age (10-year bands): 25-34	Education (ISCED-97): 4. Post-secondary non-tertiary education	2.264
2012	Male	Age (10-year bands): 25-34	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	890.147
2012	Male	Age (10-year bands): 25-34	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	22.576
2012	Male	Age (10-year bands): 25-34	Education (ISCED-97): Level not stated	518.376
2012	Male	Age (10-year bands): 35-44	Education (ISCED-97): Total	4150.195
2012	Male	Age (10-year bands): 35-44	Education (ISCED-97): 0. Pre-primary education	28.813
2012	Male	Age (10-year bands): 35-44	Education (ISCED-97): 1. Primary education or first stage of basic education	179.251
2012	Male	Age (10-year bands): 35-44	Education (ISCED-97): 2. Lower secondary or second stage of basic education	663.744
